time,fps,avg_fps
460.429066,2.068264,3.520849
461.188306,4.140688,3.432225
462.206341,2.194183,3.342658
463.203786,2.034606,3.340463
464.139598,4.191420,3.365300
465.116761,4.022238,3.353750
466.125755,3.985225,3.408084
467.12977,3.986901,3.596042
468.172836,3.756087,3.713635
469.190401,3.610701,3.964096
470.159699,2.340594,3.734154
471.459937,3.451004,3.667894
472.159408,2.355983,3.499943
473.184396,3.943266,3.493553
474.178641,2.181863,3.382548
475.397121,3.936587,3.410483
476.185305,3.929463,3.501067
477.194229,2.148603,3.408254
478.464309,2.055639,3.476662
479.169252,2.281428,3.284177
480.161481,3.544479,3.279363
481.403219,3.680649,3.275147
482.208983,3.749484,3.261758
483.178713,3.858605,3.182426
484.180342,2.218058,3.186899
485.165314,3.731757,3.381447
486.14885,3.647528,3.353298
487.171341,3.963275,3.392009
488.398307,3.944096,3.490854
489.185999,3.908399,3.488202
490.525145,2.015694,3.461120
491.43418,2.228924,3.287953
492.169439,3.554429,3.279110
493.410827,3.833446,3.280429
494.19636,3.852016,3.185808
495.183805,2.145513,3.106441
496.219722,2.121798,3.086694
497.402228,3.887671,3.106269
498.20763,3.857834,3.274715
499.214185,3.908905,3.280836
500.412242,3.802137,3.268514
501.202339,3.789669,3.177656
502.457616,3.658012,3.162108
503.213682,2.203866,3.090488
504.445864,3.619127,3.089474
505.189734,2.128231,3.012524
506.428538,2.058758,2.983171
507.188515,3.458953,2.884587
508.21391,2.074704,2.870798
509.175222,2.039172,2.785952
510.421768,2.055784,2.687282
511.169373,3.561480,2.765555
512.413427,2.053754,2.674957
513.446232,3.596175,2.746015
514.220602,2.151753,2.683334
515.452802,3.582669,2.753325
516.446371,2.150607,2.673184
517.200066,2.139890,2.591580
518.466804,2.062415,2.666283
519.447161,2.071327,2.586996
520.453086,2.034122,2.508152
521.439898,2.037033,2.498080
522.519093,1.931843,2.325202
523.628792,1.885424,2.307485
524.620713,2.022397,2.217452
525.640967,1.985995,2.145711
526.655213,2.021195,2.130745
527.645245,2.016589,2.033619
528.64891,2.031172,1.974923
529.668487,1.957402,1.965492
530.664258,2.031453,1.963135
531.678516,1.997707,1.960412
532.665957,2.050186,1.971330
533.704394,2.014477,1.980182
534.475852,1.753043,1.978379
535.69373,1.461568,1.916017
536.399767,1.943333,1.913884
537.404071,1.989827,1.888451
538.433156,2.008616,1.887122
539.676521,1.428264,1.849548
540.965275,1.929697,1.845112
541.732526,1.287270,1.811587
542.485727,1.300959,1.775062
544.223832,1.195650,1.700560
545.194969,1.151026,1.659671
546.145058,1.020155,1.608170
546.886307,1.061355,1.564313
547.650845,1.347290,1.530953
549.15371,1.323140,1.507654
549.951411,1.349839,1.502068
551.005615,1.221038,1.465953
552.043649,0.955565,1.443059
552.99866,0.976134,1.392375
554.001563,1.046855,1.346904
554.989864,0.995033,1.296224
555.997522,1.008577,1.252989
557.039266,0.974725,1.230312
558.127139,0.954753,1.183706
559.268186,0.901333,1.132287
560.64756,0.893655,1.112607
561.849907,0.734004,1.084259
563.074708,0.829404,1.061580
564.340492,0.821415,1.042869
565.820513,0.758454,1.023240
567.391697,0.692630,1.006864
569.411064,0.603208,0.983956
571.237803,0.509218,0.942053
